timestamp,load_kw
2023-01-01 00:00:00+08:00,164.10258611796885
2023-01-01 01:00:00+08:00,146.90673110361223
2023-01-01 02:00:00+08:00,151.81199837233135
2023-01-01 03:00:00+08:00,152.93281420806596
2023-01-01 04:00:00+08:00,141.3207775308264
2023-01-01 05:00:00+08:00,162.06440858763537
2023-01-01 06:00:00+08:00,222.21208692881493
2023-01-01 07:00:00+08:00,267.76286520401345
2023-01-01 08:00:00+08:00,294.57731153310823
2023-01-01 09:00:00+08:00,284.717159174356
2023-01-01 10:00:00+08:00,305.14441035321425
2023-01-01 11:00:00+08:00,303.9463718585981
2023-01-01 12:00:00+08:00,295.5539833087414
2023-01-01 13:00:00+08:00,301.9053993296282
2023-01-01 14:00:00+08:00,285.27343342789965
2023-01-01 15:00:00+08:00,278.9506129391596
2023-01-01 16:00:00+08:00,299.1233608651025
2023-01-01 17:00:00+08:00,283.46921362421375
2023-01-01 18:00:00+08:00,299.030571592245
2023-01-01 19:00:00+08:00,279.4774001651169
2023-01-01 20:00:00+08:00,263.3361291610562
2023-01-01 21:00:00+08:00,243.73457831056427
2023-01-01 22:00:00+08:00,231.89281458144757
2023-01-01 23:00:00+08:00,190.4196804743718
2023-01-02 00:00:00+08:00,354.0983331817178
2023-01-02 01:00:00+08:00,335.8220096116563
2023-01-02 02:00:00+08:00,334.4926503336871
2023-01-02 03:00:00+08:00,332.3065904583653
2023-01-02 04:00:00+08:00,346.243150612287
2023-01-02 05:00:00+08:00,386.4691705141233
2023-01-02 06:00:00+08:00,533.3643095769227
2023-01-02 07:00:00+08:00,592.8381560464919
2023-01-02 08:00:00+08:00,641.6164531577491
2023-01-02 09:00:00+08:00,633.7159089612472
2023-01-02 10:00:00+08:00,671.1775880262804
2023-01-02 11:00:00+08:00,684.618780790334
2023-01-02 12:00:00+08:00,652.0523945356576
2023-01-02 13:00:00+08:00,620.3641223580122
2023-01-02 14:00:00+08:00,601.7635638012911
2023-01-02 15:00:00+08:00,658.6428205798669
2023-01-02 16:00:00+08:00,674.5123798525681
2023-01-02 17:00:00+08:00,669.2694583161314
2023-01-02 18:00:00+08:00,624.8486129089572
2023-01-02 19:00:00+08:00,628.0649220248729
2023-01-02 20:00:00+08:00,592.2858029454276
2023-01-02 21:00:00+08:00,561.6527699514032
2023-01-02 22:00:00+08:00,508.4030619967345
2023-01-02 23:00:00+08:00,429.5827472619304
2023-01-03 00:00:00+08:00,370.02329074579484
2023-01-03 01:00:00+08:00,341.5116028091877
2023-01-03 02:00:00+08:00,331.27864219243816
2023-01-03 03:00:00+08:00,335.76093446490944
2023-01-03 04:00:00+08:00,320.7391678454564
2023-01-03 05:00:00+08:00,375.03228910883684
2023-01-03 06:00:00+08:00,481.9943418626903
2023-01-03 07:00:00+08:00,587.1848516485107
2023-01-03 08:00:00+08:00,647.7740228344292
2023-01-03 09:00:00+08:00,694.1489772086519
2023-01-03 10:00:00+08:00,632.2983867006686
2023-01-03 11:00:00+08:00,680.3507751899009
2023-01-03 12:00:00+08:00,610.892543951808
2023-01-03 13:00:00+08:00,633.2846276383799
2023-01-03 14:00:00+08:00,626.2842458785051
2023-01-03 15:00:00+08:00,656.9343504575731
2023-01-03 16:00:00+08:00,673.6161980315634
2023-01-03 17:00:00+08:00,675.7677019088093
2023-01-03 18:00:00+08:00,632.9292801761253
2023-01-03 19:00:00+08:00,610.7258002890948
2023-01-03 20:00:00+08:00,609.714834610515
2023-01-03 21:00:00+08:00,552.4749403103148
2023-01-03 22:00:00+08:00,466.1703496579183
2023-01-03 23:00:00+08:00,406.4392952914296
2023-01-04 00:00:00+08:00,346.9425459100811
2023-01-04 01:00:00+08:00,347.31510888778797
